id,pl_hostname,pl_letter,display_name,description,discovery_date,url,title,feature_title,mass_display,planet_type,st_dist,st_optmag,pl_radj,pl_rade,pl_massj,pl_discmethod,image,list_image,short_description,ranger_feature_id,ranger_system_id,ranger_system,exo_id,subtitle,categories,pl_kepflag,pl_facility,long_description
8430,K2-385,b,K2-385 b,K2-385 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.98 Earths and it takes 2.4 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8430/k2-385-b/,K2-385 b,K2-385 b,2.98 Earths,Super Earth,1373.0,14.645,0.137,1.539,0.00939,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,K2-385 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.98 Earths and it takes 2.4 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-385_b,K2-385,False,K2-385_b,"A potentially rocky world, larger than Earth",[],True,K2,
8431,K2-386,b,K2-386 b,K2-386 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.99 Earths and it takes 7.5 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8431/k2-386-b/,K2-386 b,K2-386 b,5.99 Earths,Neptune-like,1399.0,13.241,0.207,2.32,0.0189,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-386 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.99 Earths and it takes 7.5 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-386_b,K2-386,False,K2-386_b,A Neptune-like gas giant planet,[],True,K2,
8432,K2-393,b,K2-393 b,K2-393 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.13 Earths and it takes 10.4 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8432/k2-393-b/,K2-393 b,K2-393 b,6.13 Earths,Neptune-like,867.0,11.84,0.21,2.352,0.0193,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-393 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.13 Earths and it takes 10.4 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-393_b,K2-393,False,K2-393_b,A Neptune-like gas giant planet,[],True,K2,
8433,K2-394,b,K2-394 b,K2-394 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.51 Earths and it takes 5.1 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8433/k2-394-b/,K2-394 b,K2-394 b,3.51 Earths,Super Earth,320.0,12.768,0.151,1.692,0.011,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,K2-394 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.51 Earths and it takes 5.1 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-394_b,K2-394,False,K2-394_b,"A potentially rocky world, larger than Earth",[],True,K2,
8434,K2-388,b,K2-388 b,K2-388 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 13 Earths and it takes 6.3 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8434/k2-388-b/,K2-388 b,K2-388 b,13 Earths,Neptune-like,948.0,12.861,0.327,3.66,0.0409,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-388 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 13 Earths and it takes 6.3 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-388_b,K2-388,False,K2-388_b,A Neptune-like gas giant planet,[],True,K2,
8435,K2-389,b,K2-389 b,K2-389 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.41 Earths and it takes 8.6 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8435/k2-389-b/,K2-389 b,K2-389 b,5.41 Earths,Neptune-like,846.0,11.827,0.195,2.184,0.017,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-389 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.41 Earths and it takes 8.6 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-389_b,K2-389,False,K2-389_b,A Neptune-like gas giant planet,[],True,K2,
8436,K2-389,c,K2-389 c,K2-389 c is a super Earth exoplanet that orbits a G-type star. Its mass is 4.82 Earths and it takes 20.9 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8436/k2-389-c/,K2-389 c,K2-389 c,4.82 Earths,Super Earth,846.0,11.827,0.182,2.04,0.0152,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,K2-389 c is a super Earth exoplanet that orbits a G-type star. Its mass is 4.82 Earths and it takes 20.9 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-389_c,K2-389,False,K2-389_c,"A potentially rocky world, larger than Earth",[],True,K2,
8437,K2-390,b,K2-390 b,K2-390 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 19.6 Earths and it takes 3.3 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8437/k2-390-b/,K2-390 b,K2-390 b,19.6 Earths,Neptune-like,1488.0,13.611,0.416,4.662,0.0617,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-390 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 19.6 Earths and it takes 3.3 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-390_b,K2-390,False,K2-390_b,A Neptune-like gas giant planet,[],True,K2,
8438,K2-391,b,K2-391 b,K2-391 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.45 Earths and it takes 4.6 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8438/k2-391-b/,K2-391 b,K2-391 b,2.45 Earths,Super Earth,1657.0,12.527,0.122,1.371,0.00772,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,K2-391 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.45 Earths and it takes 4.6 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-391_b,K2-391,False,K2-391_b,"A potentially rocky world, larger than Earth",[],True,K2,
8439,K2-392,b,K2-392 b,K2-392 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.08 Earths and it takes 15.4 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8439/k2-392-b/,K2-392 b,K2-392 b,4.08 Earths,Super Earth,1328.0,12.922,0.165,1.85,0.0128,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,K2-392 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.08 Earths and it takes 15.4 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-392_b,K2-392,False,K2-392_b,"A potentially rocky world, larger than Earth",[],True,K2,
8440,K2-370,b,K2-370 b,K2-370 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 10.4 Earths and it takes 2.1 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8440/k2-370-b/,K2-370 b,K2-370 b,10.4 Earths,Neptune-like,470.0,11.109,0.286,3.207,0.0327,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-370 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 10.4 Earths and it takes 2.1 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-370_b,K2-370,False,K2-370_b,A Neptune-like gas giant planet,[],True,K2,
8441,K2-395,b,K2-395 b,K2-395 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.26 Earths and it takes 4.8 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8441/k2-395-b/,K2-395 b,K2-395 b,7.26 Earths,Neptune-like,935.0,15.131,0.232,2.597,0.0228,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-395 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.26 Earths and it takes 4.8 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-395_b,K2-395,False,K2-395_b,A Neptune-like gas giant planet,[],True,K2,
8442,K2-395,c,K2-395 c,K2-395 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 11.4 Earths and it takes 8.5 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8442/k2-395-c/,K2-395 c,K2-395 c,11.4 Earths,Neptune-like,935.0,15.131,0.303,3.395,0.036,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-395 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 11.4 Earths and it takes 8.5 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-395_c,K2-395,False,K2-395_c,A Neptune-like gas giant planet,[],True,K2,
8443,K2-396,b,K2-396 b,K2-396 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.12 Earths and it takes 0.7 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8443/k2-396-b/,K2-396 b,K2-396 b,3.12 Earths,Super Earth,897.0,13.32,0.141,1.579,0.00981,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,K2-396 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.12 Earths and it takes 0.7 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-396_b,K2-396,False,K2-396_b,"A potentially rocky world, larger than Earth",[],True,K2,
8444,K2-397,b,K2-397 b,K2-397 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.42 Earths and it takes 3.6 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8444/k2-397-b/,K2-397 b,K2-397 b,6.42 Earths,Neptune-like,650.0,11.865,0.216,2.417,0.0202,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-397 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.42 Earths and it takes 3.6 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-397_b,K2-397,False,K2-397_b,A Neptune-like gas giant planet,[],True,K2,
8445,K2-398,b,K2-398 b,K2-398 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.79 Earths and it takes 6.4 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8445/k2-398-b/,K2-398 b,K2-398 b,5.79 Earths,Neptune-like,1980.0,13.287,0.203,2.274,0.0182,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-398 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.79 Earths and it takes 6.4 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-398_b,K2-398,False,K2-398_b,A Neptune-like gas giant planet,[],True,K2,
8446,K2-398,c,K2-398 c,K2-398 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 22.8 Earths and it takes 18.8 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8446/k2-398-c/,K2-398 c,K2-398 c,22.8 Earths,Neptune-like,1980.0,13.287,0.455,5.098,0.0718,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-398 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 22.8 Earths and it takes 18.8 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-398_c,K2-398,False,K2-398_c,A Neptune-like gas giant planet,[],True,K2,
8447,K2-399,b,K2-399 b,K2-399 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 30.5 Earths and it takes 0.8 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8447/k2-399-b/,K2-399 b,K2-399 b,30.5 Earths,Neptune-like,1682.0,12.478,0.54,6.049,0.0959,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-399 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 30.5 Earths and it takes 0.8 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-399_b,K2-399,False,K2-399_b,A Neptune-like gas giant planet,[],True,K2,
8448,K2-400,b,K2-400 b,K2-400 b is a super Earth exoplanet that orbits an M-type star. Its mass is 1.67 Earths and it takes 3.9 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8448/k2-400-b/,K2-400 b,K2-400 b,1.67 Earths,Super Earth,203.0,15.108,0.104,1.163,0.00525,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,K2-400 b is a super Earth exoplanet that orbits an M-type star. Its mass is 1.67 Earths and it takes 3.9 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-400_b,K2-400,False,K2-400_b,"A potentially rocky world, larger than Earth",[],True,K2,
8449,K2-401,b,K2-401 b,K2-401 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.74 Earths and it takes 6.3 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8449/k2-401-b/,K2-401 b,K2-401 b,5.74 Earths,Neptune-like,655.0,14.014,0.202,2.262,0.0181,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-401 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.74 Earths and it takes 6.3 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-401_b,K2-401,False,K2-401_b,A Neptune-like gas giant planet,[],True,K2,
8450,K2-402,b,K2-402 b,K2-402 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.65 Earths and it takes 17.3 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8450/k2-402-b/,K2-402 b,K2-402 b,7.65 Earths,Neptune-like,1706.0,13.032,0.239,2.678,0.0241,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-402 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.65 Earths and it takes 17.3 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-402_b,K2-402,False,K2-402_b,A Neptune-like gas giant planet,[],True,K2,
8451,K2-403,b,K2-403 b,K2-403 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 24.6 Earths and it takes 33.6 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8451/k2-403-b/,K2-403 b,K2-403 b,24.6 Earths,Neptune-like,804.0,12.305,0.476,5.333,0.0775,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-403 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 24.6 Earths and it takes 33.6 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-403_b,K2-403,False,K2-403_b,A Neptune-like gas giant planet,[],True,K2,
8452,K2-404,b,K2-404 b,K2-404 b is a Neptune-like exoplanet that orbits an M-type star. Its mass is 6.94 Earths and it takes 13.1 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8452/k2-404-b/,K2-404 b,K2-404 b,6.94 Earths,Neptune-like,397.0,14.622,0.226,2.53,0.0218,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-404 b is a Neptune-like exoplanet that orbits an M-type star. Its mass is 6.94 Earths and it takes 13.1 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-404_b,K2-404,False,K2-404_b,A Neptune-like gas giant planet,[],True,K2,
8453,K2-405,b,K2-405 b,K2-405 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 18.9 Earths and it takes 3.4 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8453/k2-405-b/,K2-405 b,K2-405 b,18.9 Earths,Neptune-like,643.0,12.816,0.408,4.569,0.0596,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-405 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 18.9 Earths and it takes 3.4 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-405_b,K2-405,False,K2-405_b,A Neptune-like gas giant planet,[],True,K2,
8454,K2-406,b,K2-406 b,K2-406 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 19.2 Earths and it takes 22.5 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8454/k2-406-b/,K2-406 b,K2-406 b,19.2 Earths,Neptune-like,278.0,9.465,0.411,4.602,0.0603,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-406 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 19.2 Earths and it takes 22.5 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-406_b,K2-406,False,K2-406_b,A Neptune-like gas giant planet,[],True,K2,
8455,K2-407,b,K2-407 b,K2-407 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.19 Earths and it takes 4.9 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8455/k2-407-b/,K2-407 b,K2-407 b,2.19 Earths,Super Earth,712.0,11.969,0.114,1.283,0.0069,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,K2-407 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.19 Earths and it takes 4.9 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-407_b,K2-407,False,K2-407_b,"A potentially rocky world, larger than Earth",[],True,K2,
8456,K2-407,c,K2-407 c,K2-407 c is a super Earth exoplanet that orbits a G-type star. Its mass is 2.42 Earths and it takes 9.2 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8456/k2-407-c/,K2-407 c,K2-407 c,2.42 Earths,Super Earth,712.0,11.969,0.121,1.36,0.00761,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,K2-407 c is a super Earth exoplanet that orbits a G-type star. Its mass is 2.42 Earths and it takes 9.2 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-407_c,K2-407,False,K2-407_c,"A potentially rocky world, larger than Earth",[],True,K2,
8457,K2-408,b,K2-408 b,K2-408 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.45 Earths and it takes 21 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8457/k2-408-b/,K2-408 b,K2-408 b,3.45 Earths,Super Earth,529.0,12.056,0.15,1.677,0.0109,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,K2-408 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.45 Earths and it takes 21 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-408_b,K2-408,False,K2-408_b,"A potentially rocky world, larger than Earth",[],True,K2,
8458,K2-409,b,K2-409 b,K2-409 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.72 Earths and it takes 1.9 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8458/k2-409-b/,K2-409 b,K2-409 b,6.72 Earths,Neptune-like,1406.0,12.902,0.221,2.482,0.0211,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-409 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.72 Earths and it takes 1.9 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-409_b,K2-409,False,K2-409_b,A Neptune-like gas giant planet,[],True,K2,
8459,K2-374,b,K2-374 b,K2-374 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.16 Earths and it takes 4.5 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8459/k2-374-b/,K2-374 b,K2-374 b,3.16 Earths,Super Earth,1172.0,12.783,0.142,1.593,0.00996,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,K2-374 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.16 Earths and it takes 4.5 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-374_b,K2-374,False,K2-374_b,"A potentially rocky world, larger than Earth",[],True,K2,
8460,K2-374,c,K2-374 c,K2-374 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.53 Earths and it takes 16.4 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8460/k2-374-c/,K2-374 c,K2-374 c,5.53 Earths,Neptune-like,1172.0,12.783,0.197,2.213,0.0174,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-374 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.53 Earths and it takes 16.4 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-374_c,K2-374,False,K2-374_c,A Neptune-like gas giant planet,[],True,K2,
8461,K2-376,b,K2-376 b,K2-376 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.66 Earths and it takes 5.8 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8461/k2-376-b/,K2-376 b,K2-376 b,3.66 Earths,Super Earth,527.0,10.415,0.155,1.736,0.0115,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,K2-376 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.66 Earths and it takes 5.8 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-376_b,K2-376,False,K2-376_b,"A potentially rocky world, larger than Earth",[],True,K2,
8462,K2-384,b,K2-384 b,K2-384 b is a super Earth exoplanet that orbits an M-type star. Its mass is 1.26 Earths and it takes 2.2 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8462/k2-384-b/,K2-384 b,K2-384 b,1.26 Earths,Super Earth,270.0,16.12,0.096,1.076,0.00398,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,K2-384 b is a super Earth exoplanet that orbits an M-type star. Its mass is 1.26 Earths and it takes 2.2 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-384_b,K2-384,False,K2-384_b,"A potentially rocky world, larger than Earth",[],True,K2,
8463,K2-396,c,K2-396 c,K2-396 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 9.93 Earths and it takes 25.8 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8463/k2-396-c/,K2-396 c,K2-396 c,9.93 Earths,Neptune-like,897.0,13.32,0.279,3.124,0.0312,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-396 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 9.93 Earths and it takes 25.8 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-396_c,K2-396,False,K2-396_c,A Neptune-like gas giant planet,[],True,K2,
8464,WASP-189,b,WASP-189 b,"WASP-189 b is a gas giant exoplanet that orbits an A-type star. Its mass is 1.99 Jupiters, it takes 2.7 days to complete one orbit of its star, and is 0.05053 AU from its star. Its discovery was announced in 2020.",2020,/exoplanet-catalog/8464/wasp-189-b/,WASP-189 b,WASP-189 b,1.99 Jupiters,Gas Giant,325.0,6.59776,1.619,18.147,1.99,Transit,/assets/content/planets/gasgiant.jpg,/assets/content/planets/gasgiant_sq.jpg,"WASP-189 b is a gas giant exoplanet that orbits an A-type star. Its mass is 1.99 Jupiters, it takes 2.7 days to complete one orbit of its star, and is 0.05053 AU from its star. Its discovery was announced in 2020.",WASP-189_b,WASP-189,False,WASP-189_b,A giant planet composed mainly of gas,[],False,CHaracterising ExOPlanets Satellite (CHEOPS),
8465,HD_73583,b,HD 73583 b,"HD 73583 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 10.2 Earths, it takes 6.4 days to complete one orbit of its star, and is 0.0604 AU from its star. Its discovery was announced in 2022.",2022,/exoplanet-catalog/8465/hd-73583-b/,HD 73583 b,HD 73583 b,10.2 Earths,Neptune-like,103.0,9.67,0.249,2.79,0.03209,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,"HD 73583 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 10.2 Earths, it takes 6.4 days to complete one orbit of its star, and is 0.0604 AU from its star. Its discovery was announced in 2022.",HD_73583_b,HD_73583,False,HD_73583_b,A Neptune-like gas giant planet,[],False,Transiting Exoplanet Survey Satellite (TESS),
8466,HD_73583,c,HD 73583 c,"HD 73583 c is a super Earth exoplanet that orbits a K-type star. Its mass is 9.7 Earths, it takes 18.9 days to complete one orbit of its star, and is 0.1242 AU from its star. Its discovery was announced in 2022.",2022,/exoplanet-catalog/8466/hd-73583-c/,HD 73583 c,HD 73583 c,9.7 Earths,Super Earth,103.0,9.67,0.213,2.39,0.03052,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"HD 73583 c is a super Earth exoplanet that orbits a K-type star. Its mass is 9.7 Earths, it takes 18.9 days to complete one orbit of its star, and is 0.1242 AU from its star. Its discovery was announced in 2022.",HD_73583_c,HD_73583,False,HD_73583_c,"A potentially rocky world, larger than Earth",[],False,Transiting Exoplanet Survey Satellite (TESS),
8467,TOI-1670,b,TOI-1670 b,"TOI-1670 b is a super Earth exoplanet that orbits an F-type star. Its mass is 0.13 Jupiters, it takes 11 days to complete one orbit of its star, and is 0.103 AU from its star. Its discovery was announced in 2022.",2022,/exoplanet-catalog/8467/toi-1670-b/,TOI-1670 b,TOI-1670 b,0.13 Jupiters,Super Earth,548.0,9.889,0.184,2.06,0.13,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"TOI-1670 b is a super Earth exoplanet that orbits an F-type star. Its mass is 0.13 Jupiters, it takes 11 days to complete one orbit of its star, and is 0.103 AU from its star. Its discovery was announced in 2022.",TOI-1670_b,TOI-1670,False,TOI-1670_b,"A potentially rocky world, larger than Earth",[],False,Transiting Exoplanet Survey Satellite (TESS),
8468,TOI-1670,c,TOI-1670 c,"TOI-1670 c is a gas giant exoplanet that orbits an F-type star. Its mass is 0.63 Jupiters, it takes 40.7 days to complete one orbit of its star, and is 0.249 AU from its star. Its discovery was announced in 2022.",2022,/exoplanet-catalog/8468/toi-1670-c/,TOI-1670 c,TOI-1670 c,0.63 Jupiters,Gas Giant,548.0,9.889,0.987,11.063,0.63,Transit,/assets/content/planets/gasgiant.jpg,/assets/content/planets/gasgiant_sq.jpg,"TOI-1670 c is a gas giant exoplanet that orbits an F-type star. Its mass is 0.63 Jupiters, it takes 40.7 days to complete one orbit of its star, and is 0.249 AU from its star. Its discovery was announced in 2022.",TOI-1670_c,TOI-1670,False,TOI-1670_c,A giant planet composed mainly of gas,[],False,Transiting Exoplanet Survey Satellite (TESS),
8469,K2-365,b,K2-365 b,K2-365 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.78 Earths and it takes 23.4 days to complete one orbit of its star. Its discovery was announced in 2022.,2022,/exoplanet-catalog/8469/k2-365-b/,K2-365 b,K2-365 b,8.78 Earths,Neptune-like,611.0,11.372,0.259,2.906,0.0276,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,K2-365 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.78 Earths and it takes 23.4 days to complete one orbit of its star. Its discovery was announced in 2022.,K2-365_b,K2-365,False,K2-365_b,A Neptune-like gas giant planet,[],True,K2,
